app,input,Aperture,core-trail,share-trail,uwrmaxsat20,uwrmaxsat20scip
ipamirwcnfi,inc_wt_a4_k5_i150_j1800.wcnfi,timeout,timeout,556.184,2373.69,timeout
ipamirwcnfi,inc_wt_a4_k5_i150_j200.wcnfi,156.37,0.136458,0.036015,0.271615,1.52503
ipamirwcnfi,inc_wt_a4_k5_i150_j2000.wcnfi,timeout,timeout,688.388,3055.63,timeout
ipamirwcnfi,inc_wt_a4_k5_i150_j400.wcnfi,1378.43,0.557608,0.120381,0.621222,5.23025
ipamirwcnfi,inc_wt_a4_k5_i150_j600.wcnfi,2759.42,31.0969,13.3067,29.6818,73.5463
ipamirwcnfi,inc_wt_a4_k5_i150_j800.wcnfi,timeout,328.424,55.1104,256.581,496.35
ipamirwcnfi,inc_wt_a4_k5_i50_j1000.wcnfi,timeout,385.579,11.009,27.9358,150.028
ipamirwcnfi,inc_wt_a4_k5_i50_j1200.wcnfi,timeout,969.411,24.0867,57.7742,297.024
ipamirwcnfi,inc_wt_a4_k5_i50_j1400.wcnfi,timeout,1980.48,39.7712,92.6683,499.235
ipamirwcnfi,inc_wt_a4_k5_i50_j1600.wcnfi,timeout,3210.26,56.3982,138.343,756.059
ipamirwcnfi,inc_wt_a4_k5_i50_j1800.wcnfi,timeout,timeout,87.4398,193.181,1036.73
ipamirwcnfi,inc_wt_a4_k5_i50_j200.wcnfi,322.102,0.758859,0.098887,0.14759,3.18846
ipamirwcnfi,inc_wt_a4_k5_i50_j2000.wcnfi,timeout,timeout,101.875,270.18,1310.59
ipamirwcnfi,inc_wt_a4_k5_i50_j400.wcnfi,1760.97,1.00495,0.153444,0.191639,7.65498
ipamirwcnfi,inc_wt_a4_k5_i50_j600.wcnfi,3288.45,11.218,1.44483,2.90107,26.5084
ipamirwcnfi,inc_wt_a4_k5_i50_j800.wcnfi,timeout,131.29,5.65326,11.4433,67.6476
ipamirwcnfi,inc_wt_a4_k5_i60_j1000.wcnfi,timeout,432.292,13.3829,40.6658,155.544
ipamirwcnfi,inc_wt_a4_k5_i60_j1200.wcnfi,timeout,1130.01,31.2105,82.5751,303.767
ipamirwcnfi,inc_wt_a4_k5_i60_j1400.wcnfi,timeout,2322.71,52.7541,125.382,521.145
ipamirwcnfi,inc_wt_a4_k5_i60_j1600.wcnfi,timeout,timeout,81.66,203.614,775.367
ipamirwcnfi,inc_wt_a4_k5_i60_j1800.wcnfi,timeout,timeout,111.01,276.211,1132.81
ipamirwcnfi,inc_wt_a4_k5_i60_j200.wcnfi,321.811,0.956121,0.210595,0.212313,2.97255
ipamirwcnfi,inc_wt_a4_k5_i60_j2000.wcnfi,timeout,timeout,140.81,357.945,1415.55
ipamirwcnfi,inc_wt_a4_k5_i60_j400.wcnfi,1738.01,1.16102,0.269037,0.251009,5.03115
ipamirwcnfi,inc_wt_a4_k5_i60_j600.wcnfi,3082.62,11.5326,1.77943,4.46437,23.4834
ipamirwcnfi,inc_wt_a4_k5_i60_j800.wcnfi,timeout,119.026,7.10349,18.2095,78.188
ipamirwcnfi,inc_wt_a4_k5_i70_j1000.wcnfi,timeout,440.228,18.6223,53.4588,184.871
ipamirwcnfi,inc_wt_a4_k5_i70_j1200.wcnfi,timeout,1335.09,43.4162,110.42,354.06
ipamirwcnfi,inc_wt_a4_k5_i70_j1400.wcnfi,timeout,2660.06,81.2998,179.601,556.83
ipamirwcnfi,inc_wt_a4_k5_i70_j1600.wcnfi,timeout,timeout,103.426,255.212,851.685
ipamirwcnfi,inc_wt_a4_k5_i70_j1800.wcnfi,timeout,timeout,144.422,366.695,1223.58
ipamirwcnfi,inc_wt_a4_k5_i70_j200.wcnfi,321.785,0.675253,0.140318,0.279564,2.72494
ipamirwcnfi,inc_wt_a4_k5_i70_j2000.wcnfi,timeout,timeout,189.962,477.187,1562.7
ipamirwcnfi,inc_wt_a4_k5_i70_j400.wcnfi,1757.09,0.954157,0.183788,0.317359,5.24095
ipamirwcnfi,inc_wt_a4_k5_i70_j600.wcnfi,3184.01,14.397,2.55657,6.65448,28.8974
ipamirwcnfi,inc_wt_a4_k5_i70_j800.wcnfi,timeout,125.858,11.5543,27.9803,90.7436
ipamirwcnfi,inc_wt_a4_k5_i80_j1000.wcnfi,timeout,462.181,25.6321,75.2405,220
ipamirwcnfi,inc_wt_a4_k5_i80_j1200.wcnfi,timeout,1262.98,56.9287,138.149,410.307
ipamirwcnfi,inc_wt_a4_k5_i80_j1400.wcnfi,timeout,2641.4,88.8341,218.221,625.699
ipamirwcnfi,inc_wt_a4_k5_i80_j1600.wcnfi,timeout,timeout,122.891,338.107,926.344
ipamirwcnfi,inc_wt_a4_k5_i80_j1800.wcnfi,timeout,timeout,160.94,480.006,1297.62
ipamirwcnfi,inc_wt_a4_k5_i80_j200.wcnfi,308.211,0.612582,0.418136,0.325738,2.70048
ipamirwcnfi,inc_wt_a4_k5_i80_j2000.wcnfi,timeout,timeout,207.74,615.976,1760.81
ipamirwcnfi,inc_wt_a4_k5_i80_j400.wcnfi,1714.3,0.949197,0.463228,0.383956,5.27375
ipamirwcnfi,inc_wt_a4_k5_i80_j600.wcnfi,3055.78,15.0601,3.33261,8.49589,31.4567
ipamirwcnfi,inc_wt_a4_k5_i80_j800.wcnfi,timeout,146.838,13.9385,40.8148,112.966
ipamirwcnfi,inc_wt_a4_k5_i90_j1000.wcnfi,timeout,512.894,30.5435,97.8865,239.014
ipamirwcnfi,inc_wt_a4_k5_i90_j1200.wcnfi,timeout,1341.9,65.4514,179.652,455.207
ipamirwcnfi,inc_wt_a4_k5_i90_j1400.wcnfi,timeout,2773.62,103.298,285.451,738.505
ipamirwcnfi,inc_wt_a4_k5_i90_j1600.wcnfi,timeout,timeout,158.97,396.122,1122.96
ipamirwcnfi,inc_wt_a4_k5_i90_j1800.wcnfi,timeout,timeout,208.053,593.318,1513.88
ipamirwcnfi,inc_wt_a4_k5_i90_j200.wcnfi,325.662,0.637977,0.183396,0.388044,2.99517
ipamirwcnfi,inc_wt_a4_k5_i90_j2000.wcnfi,timeout,timeout,242.797,803.616,2054.15
ipamirwcnfi,inc_wt_a4_k5_i90_j400.wcnfi,1667.13,0.904921,0.243543,0.461215,4.87268
ipamirwcnfi,inc_wt_a4_k5_i90_j600.wcnfi,3116.06,16.7924,5.60242,11.9717,35.7427
ipamirwcnfi,inc_wt_a4_k5_i90_j800.wcnfi,timeout,168.404,16.6324,53.3247,136.018
ipamirsibyltrace,AssemblyHierarchical_genericLinearProblem_depth01.wcnf,26.8203,0.01781,0.013271,0.015384,0.075107
ipamirsibyltrace,AssemblyHierarchical_genericLinearProblem_depth02.wcnf,76.3189,0.080301,0.068428,0.094797,0.354365
ipamirsibyltrace,AssemblyHierarchical_genericLinearProblem_depth03.wcnf,80.927,0.774275,0.386178,0.567411,1.09494
ipamirsibyltrace,AssemblyHierarchical_genericLinearProblem_depth04.wcnf,186.11,11.1989,4.34504,3.33575,3.69412
ipamirsibyltrace,AssemblyHierarchical_genericLinearProblem_depth05.wcnf,116.841,421.342,95.6159,14.1709,33.9227
ipamirsibyltrace,Barman-BDI_pfile01.wcnf,26.8468,0.01736,0.013087,0.013481,0.1103
ipamirsibyltrace,Barman-BDI_pfile05.wcnf,68.4168,0.154224,0.124243,0.11803,0.789086
ipamirsibyltrace,Barman-BDI_pfile10.wcnf,44.9439,0.112939,0.119322,0.095478,0.721082
ipamirsibyltrace,Barman-BDI_pfile15.wcnf,147.139,40.9701,64.7712,45.6366,57.9746
ipamirsibyltrace,Barman-BDI_pfile16.wcnf,168.04,41.9407,18.5005,24.5412,39.6431
ipamirsibyltrace,Blocksworld-GTOHP_p01.wcnf,16.6051,0.014907,0.012827,0.014654,0.042207
ipamirsibyltrace,Blocksworld-GTOHP_p05.wcnf,55.8145,0.035057,0.027752,0.028874,0.120579
ipamirsibyltrace,Blocksworld-GTOHP_p10.wcnf,289.082,4.60411,2.25322,2.2605,36.7347
ipamirsibyltrace,Blocksworld-GTOHP_p15.wcnf,155.278,0.755343,0.387396,0.441973,3.89821
ipamirsibyltrace,Blocksworld-GTOHP_p20.wcnf,142.326,0.596931,0.355335,0.376135,2.9053
ipamirsibyltrace,Blocksworld-GTOHP_p21.wcnf,351.769,4.18473,3.13628,3.20943,19.8803
ipamirsibyltrace,Blocksworld-GTOHP_p23.wcnf,timeout,17.8056,5.88012,9.13666,38.6346
ipamirsibyltrace,Blocksworld-HPDDL_pfile_005.wcnf,204.018,356.915,597.82,725.721,733.961
ipamirsibyltrace,Childsnack_p01.wcnf,12.6036,0.016187,0.016144,0.017647,0.06692
ipamirsibyltrace,Childsnack_p05.wcnf,14.9578,0.027884,0.02299,0.021848,0.091255
ipamirsibyltrace,Childsnack_p10.wcnf,17.0259,0.03367,0.03075,0.025158,0.114799
ipamirsibyltrace,Childsnack_p15.wcnf,18.8754,0.197583,0.045399,0.031631,0.206578
ipamirsibyltrace,Childsnack_p20.wcnf,23.4045,1.90605,0.349123,0.056862,0.404187
ipamirsibyltrace,Childsnack_p21.wcnf,28.1274,0.147985,0.049782,0.075663,0.519524
ipamirsibyltrace,Childsnack_p22.wcnf,34.5733,2.71635,0.185109,0.212095,1.09884
ipamirsibyltrace,Childsnack_p23.wcnf,41.0906,11.4358,1.13027,0.761531,1.89584
ipamirsibyltrace,Childsnack_p24.wcnf,450.807,525.027,44.215,1.10355,4.18373
ipamirsibyltrace,Depots_p01.wcnf,11.2999,0.028812,0.018828,0.015955,0.047488
ipamirsibyltrace,Depots_p05.wcnf,67.0308,0.216621,0.169971,0.169502,1.04492
ipamirsibyltrace,Depots_p10.wcnf,34.5193,0.025618,0.019899,0.020922,0.109633
ipamirsibyltrace,Depots_p15.wcnf,73.4237,0.474925,0.36371,0.360348,2.48706
ipamirsibyltrace,Depots_p20.wcnf,82.6106,0.451456,0.327202,0.334538,2.44523
ipamirsibyltrace,Depots_p21.wcnf,98.5417,0.380386,0.257039,0.273543,2.65845
ipamirsibyltrace,Depots_p22.wcnf,109.815,0.612451,0.430306,0.444007,4.71961
ipamirsibyltrace,Depots_p23.wcnf,369.21,10.1414,9.34938,9.56343,54.0509
ipamirsibyltrace,Depots_p24.wcnf,timeout,36.9436,31.8311,23.1551,51.3555
ipamirsibyltrace,Elevator-Learned-ECAI-16_s01-0.wcnf,22.4231,0.011866,0.025991,0.016932,0.05581
ipamirsibyltrace,Elevator-Learned-ECAI-16_s10-0.wcnf,28.6874,0.415915,0.385428,0.425523,3.0009
ipamirsibyltrace,Elevator-Learned-ECAI-16_s15-0.wcnf,41.7089,1.72674,1.49644,1.76409,10.0252
ipamirsibyltrace,Elevator-Learned-ECAI-16_s20-0.wcnf,50.4852,5.9726,5.73236,6.77506,13.2424
ipamirsibyltrace,Elevator-Learned-ECAI-16_s25-0.wcnf,53.139,3.9801,3.32407,3.73512,9.76766
ipamirsibyltrace,Elevator-Learned-ECAI-16_s30-3.wcnf,76.2786,5.68527,4.45928,5.55961,16.1275
ipamirsibyltrace,Elevator-Learned-ECAI-16_s30-4.wcnf,33.7792,5.6345,4.46572,6.05912,18.1582
ipamirsibyltrace,Entertainment_pfile01.wcnf,28.1269,0.976637,1.02319,2.05397,2.62231
ipamirsibyltrace,Entertainment_pfile02.wcnf,9.84534,0.123107,0.112686,0.12987,0.373858
ipamirsibyltrace,Entertainment_pfile03.wcnf,24.9477,1.94184,1.47235,3.16951,5.38128
ipamirsibyltrace,Entertainment_pfile04.wcnf,12.2274,0.81259,0.700813,1.17578,2.31763
ipamirsibyltrace,Entertainment_pfile05.wcnf,16.8031,1.56709,1.48537,2.35999,5.52152
ipamirsibyltrace,Factories-simple_pfile01.wcnf,27.0556,0.013546,0.014582,0.013384,0.066771
ipamirsibyltrace,Factories-simple_pfile02.wcnf,47.8545,0.060226,0.043701,0.051258,0.661375
ipamirsibyltrace,Factories-simple_pfile03.wcnf,64.0884,0.066525,0.047466,0.054106,0.777527
ipamirsibyltrace,Factories-simple_pfile04.wcnf,61.9209,1.56794,0.634251,0.705232,3.49519
ipamirsibyltrace,Factories-simple_pfile05.wcnf,185.021,40.3418,26.7578,22.7981,41.8946
ipamirsibyltrace,Factories-simple_pfile06.wcnf,timeout,911.403,473.16,417.126,359.368
ipamirsibyltrace,Hiking_p01.wcnf,41.7666,0.073512,0.063041,0.05242,0.242834
ipamirsibyltrace,Hiking_p02.wcnf,80.276,0.506894,0.556307,0.498371,1.68571
ipamirsibyltrace,Hiking_p03.wcnf,134.533,3.75044,3.90144,4.29281,9.47287
ipamirsibyltrace,Hiking_p04.wcnf,191.585,30.3451,16.3306,29.0052,49.1619
ipamirsibyltrace,Hiking_p05.wcnf,256.195,157.202,110.553,208.096,205.595
ipamirsibyltrace,Lamps_pfile05.wcnf,11.4516,0.073529,0.061162,0.111076,0.252755
ipamirsibyltrace,Lamps_pfile10.wcnf,122.94,1.90162,1.72931,2.63661,3.70477
ipamirsibyltrace,Lamps_pfile11.wcnf,51.271,0.028682,0.027626,0.03521,0.217768
ipamirsibyltrace,Lamps_pfile12.wcnf,97.8529,0.716256,0.467243,0.917479,1.44583
ipamirsibyltrace,Logistics-Learned-ECAI-16_probLOGISTICS-04-0.wcnf,101.83,0.734032,0.628437,0.616269,4.01196
ipamirsibyltrace,Logistics-Learned-ECAI-16_probLOGISTICS-10-0.wcnf,9.19168,6.85773,5.63675,5.24397,10.3132
ipamirsibyltrace,Logistics-Learned-ECAI-16_probLOGISTICS-20-0.wcnf,timeout,90.5438,91.2531,54.856,82.505
ipamirsibyltrace,Logistics-Learned-ECAI-16_probLOGISTICS-25-0.wcnf,timeout,257.321,279.6,207.185,226.524
ipamirsibyltrace,Logistics-Learned-ECAI-16_probLOGISTICS-30-0.wcnf,timeout,698.875,550.635,361.964,439.816
ipamirsibyltrace,Logistics-Learned-ECAI-16_probLOGISTICS-32-1.wcnf,36.091,timeout,1195.2,692.454,699.285
ipamirsibyltrace,Minecraft-Regular_p-003-003-003-003.wcnf,11.4607,0.071112,0.069215,0.082048,0.24263
ipamirsibyltrace,Minecraft-Regular_p-005-005-005-005.wcnf,32.0707,10.5385,7.2979,8.37174,13.2383
ipamirsibyltrace,Minecraft-Regular_p-006-006-006-006.wcnf,55.5344,121.66,102.46,108.864,112.38
ipamirsibyltrace,Minecraft-Regular_p-006-007-006-007.wcnf,timeout,620.858,361.689,363.137,366.486
ipamirsibyltrace,Minecraft-Regular_p-006-007-007-007.wcnf,83.2982,831.139,523.127,504.459,518.434
ipamirsibyltrace,Robot_pfile_03_001.wcnf,17.7194,0.011256,0.013346,0.009949,0.070128
ipamirsibyltrace,Robot_pfile_04_003.wcnf,24.4965,0.031213,0.025938,0.044885,0.166613
ipamirsibyltrace,Robot_pfile_04_005.wcnf,5.52111,0.653813,0.43321,0.384603,1.27866
ipamirsibyltrace,Robot_pfile_05_005.wcnf,33.2138,1.51922,1.28328,0.920026,2.4927
ipamirsibyltrace,Robot_pfile_05_010.wcnf,7.10792,11.0371,11.5497,8.10752,14.7174
ipamirsibyltrace,Rover-GTOHP_p01.wcnf,11.5091,0.009841,0.011261,0.009909,0.026618
ipamirsibyltrace,Rover-GTOHP_p05.wcnf,27.4213,0.039537,0.036171,0.041582,0.255687
ipamirsibyltrace,Rover-GTOHP_p10.wcnf,138.651,3.18884,2.71515,4.58582,13.4731
ipamirsibyltrace,Rover-GTOHP_p15.wcnf,147.872,7.06206,7.27845,13.4099,20.6061
ipamirsibyltrace,Rover-GTOHP_p18.wcnf,375.005,71.167,125.221,178.24,182.284
ipamirsibyltrace,Rover-GTOHP_p19.wcnf,334.942,168.854,244.031,515.08,471.85
ipamirsibyltrace,Satellite-GTOHP_p01.wcnf,26.3687,0.011821,0.010388,0.011511,0.047249
ipamirsibyltrace,Satellite-GTOHP_p05.wcnf,58.1224,0.436169,0.338948,0.272277,2.85276
ipamirsibyltrace,Satellite-GTOHP_p10.wcnf,203.158,8.62701,8.44867,6.17939,11.1656
ipamirsibyltrace,Satellite-GTOHP_p13.wcnf,669.357,240.069,221.891,104.449,145.447
ipamirsibyltrace,Satellite-GTOHP_p14.wcnf,timeout,340.712,332.932,194.111,173.967
ipamirsibyltrace,Snake_pb01.snake.wcnf,26.5242,0.023609,0.019006,0.037679,0.073135
ipamirsibyltrace,Snake_pb05.snake.wcnf,63.3102,0.054312,0.046118,0.05392,0.617416
ipamirsibyltrace,Snake_pb10.snake.wcnf,61.8884,0.171305,0.108689,0.201878,1.8405
ipamirsibyltrace,Snake_pb16.snake.wcnf,196.991,0.790786,0.453733,0.690997,12.3773
ipamirsibyltrace,Snake_pb17.snake.wcnf,110.775,0.158376,0.134585,0.159928,1.17551
ipamirsibyltrace,Snake_pb18.snake.wcnf,263.54,1.59004,1.28268,1.46802,18.8805
ipamirsibyltrace,Snake_pb19.snake.wcnf,109.98,0.137752,0.096411,0.130102,1.44406
ipamirsibyltrace,Snake_pb20.snake.wcnf,158.431,0.692905,0.464543,0.646103,8.57438
ipamirsibyltrace,Towers_pfile_01.wcnf,9.93969,0.007978,0.009588,0.010958,0.020384
ipamirsibyltrace,Towers_pfile_05.wcnf,13.5002,0.070771,0.034841,0.036966,0.317803
ipamirsibyltrace,Towers_pfile_06.wcnf,13.094,0.33013,0.086579,0.135413,1.4762
ipamirsibyltrace,Towers_pfile_07.wcnf,13.631,1.61298,0.320723,0.499352,7.70473
ipamirsibyltrace,Towers_pfile_08.wcnf,13.6698,9.37697,1.59183,2.89152,45.7461
ipamirsibyltrace,Transport_pfile10.wcnf,25.7644,0.014908,0.011928,0.012448,0.053627
ipamirsibyltrace,Transport_pfile15.wcnf,32.5108,0.027285,0.028778,0.024215,0.141262
ipamirsibyltrace,Transport_pfile20.wcnf,62.6936,0.086051,0.058014,0.072304,0.685791
ipamirsibyltrace,Transport_pfile25.wcnf,66.9268,0.525636,0.527055,0.522771,2.1512
ipamirsibyltrace,Transport_pfile26.wcnf,169.507,26.2919,10.8994,18.6917,20.0713
ipamirsibyltrace,Transport_pfile27.wcnf,55.2889,0.566529,0.346746,1.82526,1.75239
ipamirsibyltrace,Transport_pfile28.wcnf,222.959,43.1519,37.3086,31.0454,32.8095
ipamirsibyltrace,Transport_pfile29.wcnf,196.013,4.4264,4.23033,6.9784,15.716
ipamirsibyltrace,Transport_pfile30.wcnf,207.436,31.8809,26.0097,55.244,62.5676
ipamirsibyltrace,Woodworking_12.wcnf,9.30123,0.015256,0.013427,0.014093,0.05585
ipamirsibyltrace,Woodworking_25.wcnf,38.3594,1.0353,0.950472,0.993152,4.51468
ipamirsibyltrace,Woodworking_26.wcnf,45.0089,1.30485,1.29264,1.12955,5.49727
ipamirsibyltrace,Woodworking_27.wcnf,47.0611,1.79256,1.54228,1.5143,6.38184
ipamirsibyltrace,Woodworking_28.wcnf,52.2698,2.09001,2.04827,2.38562,6.70234
ipamirsibyltrace,Woodworking_29.wcnf,62.3972,2.48188,2.34524,2.3505,7.9742
ipamirsibyltrace,Woodworking_30.wcnf,103.903,2.19244,2.0185,2.77209,9.12092
